Facility Number,F_NAME,HMIS,Province,District,Division,LOCATION,Sub-Location,Spatial Reference Method,Facility Type,Agency,Geolocation
46,AORO CHUTHO CLINIC,,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,6,PRIV,
47,ASEGO MEDICAL CLINIC,4360,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,ASEGO,ILRI VILLAGES,6,PRIV,"(-0.524916, 34.47216)"
48,BENROSE MEDICAL CLINIC,4579,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,6,PRIV,
,DR ODHIAMBO CLINIC,,NYANZA,HOMA BAY,ASEGO,TOWNSHIP,TOWNSHIP,,6,PRIV,
49,DR.  ESHITHERA CLINIC,,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,6,PRIV,
50,DR.  OJWANG CLINIC,,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,6,PRIV,
51,DR.  ONYANGO CLINIC,,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,6,PRIV,
52,HOME TOWN CLINIC,,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,6,PRIV,
53,HOME TOWN MED SERVICES,3639,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,6,PRIV,
54,JOHPAS MEDICAL CLINIC,4583,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,6,PRIV,
55,JOPHAS CLINIC,4359,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,6,PRIV,
,KAGER DISP,,NYANZA,HOMA BAY,RANGWE,WEST GEM,,,4,PRIV,
56,KARDA HOSPITAL,3893,NYANZA,HOMA BAY,ASEGO,EAST KANYADA,KOBWOLA-KOGWANG,ILRI MKT CENTRE,5,PRIV,"(-0.515811, 34.484126)"
,KOSURI DISP,,NYANZA,HOMA BAY,ASEGO,TOWNSHIP,TOWNSHIP,,4,PRIV,
,LABONIC DISP,,NYANZA,HOMA BAY,ASEGO,TOWNSHIP,TOWNSHIP,,4,PRIV,
57,MAARIFA MED CLINIC,4589,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,6,PRIV,
58,MEDICARE CLINIC,,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,6,PRIV,
59,NYABISAWA DISP,1411,NYANZA,HOMA BAY,RIANA,SOUTH KABUOCH,KOGUTA(HBAY),ILRI VILLAGES,4,PRIV,"(-0.81, 34.42)"
60,NYANGWETHE PRIVATE HEALTH CENTRE,,NYANZA,HOMA BAY,RANGWE,GEM WEST,KANYANJWA,ILRI VILLAGES,3,PRIV,"(-0.65, 34.57)"
,ORESI HEALTH CLINIC,,NYANZA,HOMA BAY,,,,,6,PRIV,
61,PADMORE DISP,1425,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,4,PRIV,
62,RAPETHI EBENEZER CLINIC,4494,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,6,PRIV,
63,RUMO HEALTH CENTRE,1464,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,3,PRIV,
64,SAJO MEDICAL CLINIC,4184,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,6,PRIV,
65,SIM SIM CLINIC,,NYANZA,HOMA BAY,ASEGO,HOMA BAY TOWN,TOWN(HOMABAY),ILRI TOWNS,6,PRIV,"(-0.530626, 34.458885)"
66,SMATT MEDICAL CLINIC,,NYANZA,HOMA BAY,ASEGO,WEST KANYADA,NORTH KANYABALA,ILRI VILLAGES,6,PRIV,"(-0.57, 34.45)"
67,SOFIA MEDICAL CLINIC,,NYANZA,HOMA BAY,,,,,,,
,,,,,,,,,6,PRIV,
42,ABC MEDICAL CLINIC,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,MWAMOSIOMA(TOWNSHIP),GPS,6,PRIV,"(-0.66347, 34.76071)"
43,AFYA CLINIC KISII,3029,NYANZA,KISII CENTRAL,MOSOCHO,NYAMACHEMANGE,SANTA,GPS,6,PRIV,"(-0.560327, 34.742476)"
44,AMANI CLINIC,,NYANZA,KISII CENTRAL,SUNEKA,BOMORENDA,BONYANCHAIRE,GPS,6,PRIV,"(-0.67626, 34.70703)"
45,ARIES MEDICAL CLINIC,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,"(-0.66931, 34.77107)"
46,BETTER LIVING CENTRE,3031,NYANZA,KISII CENTRAL,,,,,,,
,,,,,,,,,6,PRIV,
47,BIRONGO DISP,3764,NYANZA,KISII CENTRAL,KEUMBU,KEUMBU,BIRONGO,GPS,4,PRIV,"(-0.74615, 34.8848)"
48,BOMWENGA MEDICAL CLINIC,,NYANZA,KISII CENTRAL,KEUMBU,KEUMBU,NYAMWARE,GPS,6,PRIV,"(-0.73234, 34.8459)"
49,BOSONGO MED. CLINIC,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,"(-0.67067, 34.76974)"
50,BOSONGO MEDICAL CENTRE (HOSP),3032,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,MWAMOSIOMA(TOWNSHIP),GPS,5,PRIV,"(-0.65949, 34.74948)"
51,CENTRAL CLINIC,4243,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,"(-0.67304, 34.77098)"
52,CHRISTA MARIAN HOSP,1264,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,5,PRIV,"(-0.67945, 34.77142)"
53,CRYSTAL MEDICAL SERVICES,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,"(-0.66984, 34.77025)"
54,DARAJA MEDICAL CENTRE,3034,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,MWAMOSIOMA(TOWNSHIP),GPS,6,PRIV,"(-0.66357, 34.7623)"
55,DR HP OWUOR MEDICAL CLINIC,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,"(-0.6706, 34.77169)"
56,DR NYAMACHE MEDICAL CLINIC,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,"(-0.66886, 34.771)"
57,DR SAIDA MEDICAL CLINIC,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,"(-0.67247, 34.77088)"
58,DR. E.S ABUNGA MEDICAL CLINIC,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,"(-0.66886, 34.771)"
,DR. GEORGE PRIVATE CLNIC,,NYANZA,KISII CENTRAL,KEUMBU,KEUMBU,NYAMWARE,GPS,6,PRIV,"(-0.730207, 34.8453)"
59,DR. JOY L.A. MEDICAL CLINIC,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,"(-0.67088, 34.77193)"
60,DR. OMBOGO MEDICAL CLINIC,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,"(-0.67088, 34.77193)"
61,DR. SILAS J. ONYANGO MEDICAL CLINIC,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,"(-0.67067, 34.7697)"
37,EKERUBO PRIVATE CLINIC,,NYANZA,KISII CENTRAL,MASABA,NYARIBARI CENTRAL,BOGECHE,GPS,6,PRIV,"(-0.78191, 34.91484)"
62,GESONSO HEALTH -CARE CLINIC,4827,NYANZA,KISII CENTRAL,SUNEKA,BOGIAKUMU,BOMWANDA,GPS,6,PRIV,"(-0.66071, 34.73874)"
63,GETEMBE DISP,1267,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),SUBLOC CENTROID,4,PRIV,"(-0.672402, 34.769968)"
64,GETEMBE HOSPITAL,3036,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,NYANCHWA,GPS,5,PRIV,"(-0.66784, 34.76676)"
65,GREENHILLS MEDICAL CLINIC,,NYANZA,KISII CENTRAL,MASABA,NYARIBARI NYAMAGESA,ICHUNI,GPS,6,PRIV,"(-0.78565, 34.94632)"
66,HEMA HOSPITAL,4240,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,5,PRIV,"(-0.67226, 34.76921)"
67,IKENYE MEDICAL CLINIC,1234,NYANZA,KISII CENTRAL,MOSOCHO,ETORA,RAGANGA,GPS,6,PRIV,"(-0.6142, 34.7248)"
68,IMPERIAL HEALTH SERVICES,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,"(-0.67179, 34.77234)"
40,ISASE COMMUNITY DEV. CLINIC,,NYANZA,KISII CENTRAL,SUNEKA,BOMARIBA,KEBOYE,GPS,6,PRIV,"(-0.60969, 34.6737)"
69,J.  MATANGILI MEDICAL CLINIC,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,"(-0.67406, 34.77007)"
70,JOY HEALTH CARE FOUNDATION CLINIC,,NYANZA,KISII CENTRAL,KEUMBU,KEGATI,KEGATI,GPS,6,PRIV,"(-0.70764, 34.82024)"
,KEGOGI MEDICAL CLINIC,,NYANZA,KISII CENTRAL,MARANI,,,,6,PRIV,
71,KERERI HEALTH CLINIC,3020,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,NYAURA,ILRI VILLAGES,6,PRIV,"(-0.68, 34.77)"
72,KEUMBU MEDICAL CLINIC,3021,NYANZA,KISII CENTRAL,KEUMBU,KEUMBU,NYAMWARE,GPS,6,PRIV,"(-0.73118, 34.84504)"
,KIAMOKAMA CLINIC,,NYANZA,KISII CENTRAL,MASABA,NYARIBARI CENTRAL,CHIRONGE,GPS,6,PRIV,"(-0.828667, 34.8826)"
73,KIOGE JUNCTION MEDICAL CLINIC,,NYANZA,KISII CENTRAL,MOSOCHO,NYAKOE,BONYAGATANYI,GPS,6,PRIV,"(-0.62028, 34.75363)"
74,KISII CAMPUS MEDICAL CENTRE,4242,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,BOBARACHO,GPS,6,PRIV,"(-0.68899, 34.78193)"
75,KISII MEDICAL CENTRE,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,"(-0.67088, 34.77193)"
76,MASIMBA MED. CLINIC,,NYANZA,KISII CENTRAL,MASABA,NYARIBARI MASABA,KEREMA,GPS,6,PRIV,"(-0.86023, 34.94007)"
77,MATONGO FH CLINIC,,NYANZA,KISII CENTRAL,SUNEKA,BOMARIBA,BOROKO,GPS,6,PRIV,"(-0.62924, 34.7207)"
78,MENYINKWA MEDICAL CLINIC,,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,NYAURA,GPS,6,PRIV,"(-0.70266, 34.76976)"
79,MOIGE MEDICAL CLINIC,,NYANZA,KISII CENTRAL,KEUMBU,KEGATI,NYANGURU,GPS,6,PRIV,"(-0.70071, 34.79882)"
80,MOSCARE MEDICAL CLINIC,,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,NYAURA,GPS,6,PRIV,"(-0.68494, 34.77549)"
81,MWANANCHI  DISP,,NYANZA,KISII CENTRAL,SUNEKA,BOGIAKUMU,BOMWANDA,GPS,4,PRIV,"(-0.66096, 34.73825)"
82,MWEMBE MEDICAL CLINIC,,NYANZA,KISII CENTRAL,MOSOCHO,NYATIEKO,MWAMOSIOMA(MOSOCHO),GPS,6,PRIV,"(-0.63452, 34.77566)"
83,NYABUNWA COMMUNITY HEALTH CLINIC,,NYANZA,KISII CENTRAL,SUNEKA,BOMORENDA,BONYANCHAIRE,GPS,6,PRIV,"(-0.67578, 34.70688)"
84,NYAMATUTA PRIVATE CLINIC,4482,NYANZA,KISII CENTRAL,MOSOCHO,ETORA,BIGEGE(C.KISII),SUBLOC CENTROID,6,PRIV,"(-0.58367, 34.7525)"
85,NYANGENA HOSPITAL,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,MWAMOSIOMA(TOWNSHIP),GPS,5,PRIV,"(-0.66002, 34.74823)"
,NYANSIRE MEDICAL CLINIC,,NYANZA,KISII CENTRAL,KEUMBU,KEUMBU,BIRONGO,GPS,6,PRIV,"(-0.7575, 34.9118)"
86,NYAORE DISP,3771,NYANZA,KISII CENTRAL,MOSOCHO,BOGEKA,GESONI,GPS,4,PRIV,"(-0.60557, 34.76726)"
,NYAUNDI CLINIC,,NYANZA,KISII CENTRAL,MOSOCHO,NYAMACHEMANGE,MATIEKO,GPS,6,PRIV,"(-0.58397, 34.7316)"
,OGEGA PRIVATE CLINIC,,NYANZA,KISII CENTRAL,KEUMBU,KIOGORO,MATUMWA,GPS,6,PRIV,"(-0.75065, 34.7889)"
,ONDUSO PRIVATE CLINIC,,NYANZA,KISII CENTRAL,MARANI,MWAKIBAGENDI,ONYWERE,GPS,6,PRIV,"(-0.58977, 34.78055)"
,ONGERI'S HEALTH CLINIC,,NYANZA,KISII CENTRAL,SUNEKA,BOMARIBA,BOMARIBA,GPS,6,PRIV,"(-0.63039, 34.7025)"
,PETER'S PRIVATE CLINIC,,NYANZA,KISII CENTRAL,MOSOCHO,NYAMACHEMANGE,SANTA,GPS,6,PRIV,"(-0.57115, 34.75049)"
87,RAM MEMORIAL HOSPITAL LTD.,,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,5,PRIV,"(-0.67377, 34.77308)"
88,ROBINSON MUTURWA'S CLINIC,,NYANZA,KISII CENTRAL,KEUMBU,KEGATI,KEGATI,GPS,6,PRIV,"(-0.70755, 34.81914)"
89,ROGA MEDICAL CENTRE,3913,NYANZA,KISII CENTRAL,MARANI,MWAGICHANA,IGEMO,ILRI TOWNS,6,PRIV,"(-0.57545, 34.7981)"
90,ST VERONICA MEDICAL CLINIC,,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,NYAURA,GPS,6,PRIV,"(-0.68378, 34.77338)"
91,SUNEKA CLINIC,,NYANZA,KISII CENTRAL,SUNEKA,BOMORENDA,BONYANCHAIRE,GPS,6,PRIV,"(-0.67489, 34.70718)"
92,SUNEKA HEALTH UNIT,,NYANZA,KISII CENTRAL,SUNEKA,BOMORENDA,BONYANCHAIRE,GPS,6,PRIV,"(-0.67496, 34.70751)"
93,SUNEKA MEDICAL CLINIC (ROYAL),,NYANZA,KISII CENTRAL,SUNEKA,BOMORENDA,BONYANCHAIRE,GPS,6,PRIV,"(-0.67591, 34.70904)"
56,ALFRED ANYEGA MEMORY CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
57,BENSON MOTANYA CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
58,BENSON OMWANDO RIANGA CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
59,BETHSAIDA CLINIC,3030,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
60,BETHSAIDAH MEDICAL CLINIC,3464,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
61,BETHSEBA MACHUKI CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
62,BETHWEL CHAMANA CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
63,BOMONDO MEDICAL CLINIC,3459,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
64,CHARLES MAINYE OMBORI,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
65,CHEBILAT ROADSIDE CLINIC,3463,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
66,ELIZABETH AGATA CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
67,ELKANA NYABUTI CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
68,ENJOY CLINIC,3285,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
69,FAITH MEDICAL CLINIC,3944,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
70,FAMILY HEALTH SERVICES KAMERA,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
71,FAMILY SAVER CLINIC,3025,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
,FRAMO MEDICAL CLINIC,,NYANZA,KISII NORTH,,,,,6,PRIV,
72,GEOFFREY RUTTA CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
73,GEORGE OPONDO CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
74,GESIMA MB CLINIC,3037,NYANZA,KISII NORTH,RIGOMA,GESIMA,RIAMONI,ILRI MKT CENTRE,6,PRIV,"(-0.706945, 34.991178)"
75,GESORE MEDICAL CLINIC,3470,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
76,GLORY M HEALTH CLINIC,3565,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
77,HAPPY CLINIC,3461,NYANZA,KISII NORTH,NYAMIRA,BONYAMATUTA CHA,TOWNSHIP(NYAMIRA),ILRI MKT CENTRE,6,PRIV,"(-0.557761, 34.932733)"
78,HARON ONCHIEK ABURI CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
79,HEMA HOSPITAL,,NYANZA,KISII NORTH,RIGOMA,EAST KITUTU,BOCHARIA,HD MAPS,5,PRIV,"(-0.76496, 34.9472)"
80,HEZRON AGWENYI CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
81,IBARA DISP,1484,NYANZA,KISII NORTH,EKERENYO,KIABONYORU,NYANGOGE(NYAMIRA),ILRI VILLAGES,4,PRIV,"(-0.58, 34.97)"
82,JACK SISTERS CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
83,JAMES KICHANA CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
84,JOHNSON MASIMBA CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
85,JOSHUA MAOSA CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
86,KEMERA DISP,3456,NYANZA,KISII NORTH,MANGA,KEMERA,KEMERA,ILRI MKT CENTRE,4,PRIV,"(-0.663711, 34.83166)"
87,KEPKEBE COMPANY DISP,1490,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,4,PRIV,
88,KERINDO MEDICAL CLINIC,3465,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
89,KERITOR DISP,1491,NYANZA,KISII NORTH,BORABU,KIANGENI,NYANKONO,ILRI VILLAGES,4,PRIV,"(-0.57, 35.0465)"
90,KIBENCHO MEDICAL CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
91,KIPTENDEN DISP,3439,NYANZA,KISII NORTH,BORABU,KIANGENI,NYANKONO,ILRI VILLAGES,4,PRIV,"(-0.5, 35.05)"
92,MABARINI MEDICAL CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
93,MAERI CLINIC,3089,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
,MAGURA DISP,,NYANZA,KISII NORTH,,,,,6,PRIV,
94,MAGWAGWA CENTRAL CLINIC,3469,NYANZA,KISII NORTH,EKERENYO,N. MUG. CHACHE,MAGWAGWA,ILRI VILLAGES,6,PRIV,"(-0.47, 35.03)"
95,MAGWAGWA HAPPY CLINIC,3467,NYANZA,KISII NORTH,EKERENYO,N. MUG. CHACHE,BONYENGWE,ILRI VILLAGES,6,PRIV,"(-0.48, 35.02)"
96,MAGWAGWA MEDICAL CLINIC,3468,NYANZA,KISII NORTH,EKERENYO,N. MUG. CHACHE,MAGWAGWA,ILRI VILLAGES,6,PRIV,"(-0.47, 35.02)"
97,MARGARETMASIKI CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
98,MARY OMWOYO ONDIEKI CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
99,MARY ROSE MAKORI MAKIN CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
100,MATOBO CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
,MEDICARE CLINIC,,NYANZA,KISII NORTH,MANGA,CENTRAL KITUTU,KIOGUTWA,,6,PRIV,
101,MOGUSII MEDICAL CLINIC,,NYANZA,KISII NORTH,BORABU,MEKENENE,MOGUSII(NYAMIRA),SUBLOC CENTROID,6,PRIV,"(-0.666268, 35.05143)"
,MOTONTORA DISP,,NYANZA,KISII NORTH,,,,,6,PRIV,
102,NATHAN MONGIRE MONGARE CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
103,NATHANIEL OKERO CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
104,NAZARETH MEDICAL CLINIC,3462,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
105,NYAMIRA CENTRAL MEDICAL CLINIC,3460,NYANZA,KISII NORTH,NYAMIRA,BONYAMATUTA CHA,TOWNSHIP(NYAMIRA),SUBLOC CENTROID,6,PRIV,"(-0.567023, 34.93479)"
106,OMOGONCHORO MEDICAL CLINIC,3457,NYANZA,KISII NORTH,MANGA,CENTRAL KITUTU,MORAKO,ILRI MKT CENTRE,6,PRIV,"(-0.611647, 34.834286)"
107,OMWAMBO MEDICAL CLNIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
108,PASTOR GICHANA MURABURI CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
109,PEACE CLINIC,3466,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
110,RAIBOK MEDICAL CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
111,SALOME BOCHABERI CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
,SAMORA CLINIC,,NYANZA,KISII NORTH,EKERENYO,,,,6,PRIV,
112,SIMEON ANGWINYI CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
113,SOTIK HIGHLANDS DISP,1499,NYANZA,KISII NORTH,BORABU,MEKENENE,MWONGORI,ILRI MKT CENTRE,4,PRIV,"(-0.687633, 35.05)"
114,TONYA MEDICAL CLINIC,3458,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
,TUMAINI MEDICAL CLINIC,,NYANZA,KISII NORTH,,,,,6,PRIV,
,WILSA CLINIC,,NYANZA,KISII NORTH,,,,,6,PRIV,
115,ZEBEDEUS OBUNCHU CLINIC,,NYANZA,KISII NORTH,,,,,,,
,,,,,,,,,6,PRIV,
69,ACOBOS CLINIC,,NYANZA,KISUMU,WINAM,TOWNSHIP,NORTHERN,ILRI MKT CENTRE,6,PRIV,"(-0.096534, 34.763332)"
70,AGA KHAN HOSPITAL,1326,NYANZA,KISUMU,WINAM,TOWNSHIP,NORTHERN,DDP,5,PRIV,"(-0.097193, 34.7629)"
71,BAMA CLINIC,,NYANZA,KISUMU,WINAM,WEST KOLWA,NYALENDA 'A',ILRI TOWNS,6,PRIV,"(-0.115525, 34.776966)"
72,CENTRAL CLINIC,,NYANZA,KISUMU,WINAM,TOWNSHIP,SOUTHERN,ILRI VILLAGES,6,PRIV,"(-0.1, 34.75)"
73,CENTRAL HOSPITAL KISUMU,,NYANZA,KISUMU,KOMBEWA,N.C. SEME,KADERO(KOMBEWA),ILRI VILLAGES,5,PRIV,"(-0.058, 34.47)"
74,DR. ANGIR YO'S CLINIC,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
75,DR. CHAWIYAH  J.A.C'S CLINIC,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
76,DR. CHEK PK'S CLINIC,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
77,DR. KARIA NR'S CLINIC,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
78,DR. ODHIAMBO OLEL'S CLINIC,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
79,DR. OKOMBO L,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
80,DR. OYOO'S CLINIC,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
81,DR. PATEL DISP,1281,NYANZA,KISUMU,,,,,,,
,,,,,,,,,4,PRIV,
82,DR. PRAJAPATI AH'S CLINIC,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
83,DR. RAMNIKLAL VS' CLINIC,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
84,DR. SKAS MEDICAL CLINIC,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
85,DR. SOKWALLA RA'S CLINIC,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
86,EMMANUEL'S BETHSEDA AFYA BORA MEDICAL CLINIC,,NYANZA,KISUMU,KOMBEWA,S.C. SEME,WEST KANYADWERA,ILRI MKT CENTRE,6,PRIV,"(-0.068063, 34.430464)"
87,FAMILY LIFE PROMOTIONS AND SERVICES,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
88,GURU NANAK DISP,1282,NYANZA,KISUMU,,,,,,,
,,,,,,,,,4,PRIV,
89,HELSAMY MEDICAL CLINIC,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
90,HERA MEDICAL CLINIC,,NYANZA,KISUMU,KADIBO,KOMBURA,LELA,ILRI VILLAGES,6,PRIV,"(-0.18, 34.90212)"
91,JALARAM HEALTH CENTRE,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
92,JERUSALEM HEALTH SERVICES,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
93,KANDARIA BAPTIST CLINIC,,NYANZA,KISUMU,KADIBO,BWANDA,CENTRAL BWANDA,ILRI MKT CENTRE,6,PRIV,"(-0.264157, 34.848123)"
94,KEMAON MEDICAL CLINIC,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
95,KIBOS ROAD HOSPITAL,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,5,PRIV,
96,KIMUTE CLINIC,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
97,KISAO MEDICAL CLINIC,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
98,KISUMU MEDICAL & EDUCATIONAL TRUST,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
99,KISUMU MEDICAL CARE CENTRE,,NYANZA,KISUMU,,,,,,,
,,,,,,,,,6,PRIV,
100,KISUMU POST OFFICE DISP,1305,NYANZA,KISUMU,,,,,,,
,,,,,,,,,4,PRIV,
101,KOKER KAJULU DISP,4678,NYANZA,KISUMU,MASENO,EAST SEME,KOKER KAJULU,SUBLOC CENTROID,4,PRIV,"(-0.135788, 34.551887)"
